,Province/State,Country/Region,Lat,Long,Date,Confirmed,Deaths,Recovered
7024,Nevada,US,38.3135,-117.0554,2020-02-21,0,0,0
7025,New Hampshire,US,43.4525,-71.5639,2020-02-21,0,0,0
7026,Minnesota,US,45.6945,-93.9002,2020-02-21,0,0,0
7027,Nebraska,US,41.1254,-98.2681,2020-02-21,0,0,0
7028,Ohio,US,40.3888,-82.7649,2020-02-21,0,0,0
7029,Rhode Island,US,41.6809,-71.5118,2020-02-21,0,0,0
7030,Wisconsin,US,44.2685,-89.6165,2020-02-21,0,0,0
7031,Connecticut,US,41.5978,-72.7554,2020-02-21,0,0,0
7032,Hawaii,US,21.0943,-157.4983,2020-02-21,0,0,0
7033,Oklahoma,US,35.5653,-96.9289,2020-02-21,0,0,0
7034,Utah,US,40.15,-111.8624,2020-02-21,0,0,0
7035,,Burkina Faso,12.2383,-1.5616,2020-02-21,0,0,0
7036,,Holy See,41.9029,12.4534,2020-02-21,0,0,0
7037,,Mongolia,46.8625,103.8467,2020-02-21,0,0,0
7038,,Panama,8.538,-80.7821,2020-02-21,0,0,0
7039,Kansas,US,38.5266,-96.7265,2020-02-21,0,0,0
7040,Louisiana,US,31.1695,-91.8678,2020-02-21,0,0,0
7041,Missouri,US,38.4561,-92.2884,2020-02-21,0,0,0
7042,Vermont,US,44.0459,-72.7107,2020-02-21,0,0,0
7043,Alaska,US,61.3707,-152.4044,2020-02-21,0,0,0
7044,Arkansas,US,34.9697,-92.3731,2020-02-21,0,0,0
7045,Delaware,US,39.3185,-75.5071,2020-02-21,0,0,0
7046,Idaho,US,44.2405,-114.4788,2020-02-21,0,0,0
7047,Maine,US,44.6939,-69.3819,2020-02-21,0,0,0
7048,Michigan,US,43.3266,-84.5361,2020-02-21,0,0,0
7049,Mississippi,US,32.7416,-89.6787,2020-02-21,0,0,0
7050,Montana,US,46.9219,-110.4544,2020-02-21,0,0,0
7051,New Mexico,US,34.8405,-106.2485,2020-02-21,0,0,0
7052,North Dakota,US,47.5289,-99.784,2020-02-21,0,0,0
7053,South Dakota,US,44.2998,-99.4388,2020-02-21,0,0,0
7054,West Virginia,US,38.4912,-80.9545,2020-02-21,0,0,0
7055,Wyoming,US,42.756,-107.3025,2020-02-21,0,0,0
7056,Hubei,China,30.9756,112.2707,2020-02-21,62662,2144,11881
7057,,Iran,32.0,53.0,2020-02-21,18,4,0
7058,,"Korea, South",36.0,128.0,2020-02-21,204,2,16
7059,France,France,46.2276,2.2137,2020-02-21,12,1,4
7060,Guangdong,China,23.3417,113.4244,2020-02-21,1333,5,690
7061,Henan,China,33.882,113.614,2020-02-21,1267,19,736
7062,Zhejiang,China,29.1832,120.0934,2020-02-21,1203,1,679
7063,Hunan,China,27.6104,111.7088,2020-02-21,1011,4,661
7064,Anhui,China,31.8257,117.2264,2020-02-21,988,6,539
7065,Jiangxi,China,27.614,115.7221,2020-02-21,934,1,489
7066,Shandong,China,36.3427,118.1498,2020-02-21,749,4,281
7067,Diamond Princess,Cruise Ship,35.4437,139.638,2020-02-21,634,2,1
7068,Jiangsu,China,32.9711,119.455,2020-02-21,631,0,373
7069,Chongqing,China,30.0572,107.874,2020-02-21,572,6,316
7070,Sichuan,China,30.6171,102.7103,2020-02-21,525,3,231
7071,Heilongjiang,China,47.862,127.7615,2020-02-21,479,12,175
7072,Denmark,Denmark,56.2639,9.5018,2020-02-21,0,0,0
7073,Beijing,China,40.1824,116.4142,2020-02-21,396,4,169
7074,Shanghai,China,31.202,121.4491,2020-02-21,334,2,211
7075,Hebei,China,39.549,116.1306,2020-02-21,308,5,184
7076,Fujian,China,26.0789,117.9874,2020-02-21,293,1,149
7077,Guangxi,China,23.8298,108.7881,2020-02-21,246,2,97
7078,Shaanxi,China,35.1917,108.8701,2020-02-21,245,1,134
7079,Yunnan,China,24.974,101.487,2020-02-21,174,2,96
7080,Hainan,China,19.1959,109.7453,2020-02-21,168,4,95
7081,Guizhou,China,26.8154,106.8748,2020-02-21,146,2,77
7082,Tianjin,China,39.3054,117.323,2020-02-21,132,3,62
7083,Shanxi,China,37.5777,112.2922,2020-02-21,132,0,78
7084,Gansu,China,37.8099,101.0583,2020-02-21,91,2,76
7085,Hong Kong,China,22.3,114.2,2020-02-21,68,2,5
7086,Liaoning,China,41.2956,122.6085,2020-02-21,121,1,61
7087,Jilin,China,43.6661,126.1923,2020-02-21,91,1,45
7088,,Czechia,49.8175,15.473,2020-02-21,0,0,0
7089,Xinjiang,China,41.1129,85.2401,2020-02-21,76,1,24
7090,Inner Mongolia,China,44.0935,113.9448,2020-02-21,75,0,17
7091,Ningxia,China,37.2692,106.1655,2020-02-21,71,0,48
7092,,Taiwan*,23.7,121.0,2020-02-21,26,1,2
7093,,Vietnam,16.0,108.0,2020-02-21,16,0,14
7094,,Russia,60.0,90.0,2020-02-21,2,0,2
7095,Qinghai,China,35.7452,95.9956,2020-02-21,18,0,18
7096,Macau,China,22.1667,113.55,2020-02-21,10,0,6
7097,,Moldova,47.4116,28.3699,2020-02-21,0,0,0
7098,,Bolivia,-16.2902,-63.5887,2020-02-21,0,0,0
7099,Faroe Islands,Denmark,61.8926,-6.9118,2020-02-21,0,0,0
7100,St Martin,France,18.0708,-63.0501,2020-02-21,0,0,0
7101,,Honduras,15.2,-86.2419,2020-02-21,0,0,0
7102,Channel Islands,United Kingdom,49.3723,-2.3644,2020-02-21,0,0,0
7103,New Brunswick,Canada,46.5653,-66.4619,2020-02-21,0,0,0
7104,Tibet,China,31.6927,88.0924,2020-02-21,1,0,1
7105,,Congo (Kinshasa),-4.0383,21.7587,2020-02-21,0,0,0
7106,,Cote d'Ivoire,7.54,-5.5471,2020-02-21,0,0,0
7107,Saint Barthelemy,France,17.9,-62.8333,2020-02-21,0,0,0
7108,,Jamaica,18.1096,-77.2975,2020-02-21,0,0,0
7109,,Reunion,-21.1151,55.5364,2020-02-21,0,0,0
7110,,Turkey,38.9637,35.2433,2020-02-21,0,0,0
7111,Gibraltar,United Kingdom,36.1408,-5.3536,2020-02-21,0,0,0
7112,,Cuba,22.0,-80.0,2020-02-21,0,0,0
7113,,Guyana,5.0,-58.75,2020-02-21,0,0,0
7114,Australian Capital Territory,Australia,-35.4735,149.0124,2020-02-21,0,0,0
7115,United Kingdom,United Kingdom,55.3781,-3.4360000000000004,2020-02-21,9,0,8
7116,,Kazakhstan,48.0196,66.9237,2020-02-21,0,0,0
7117,French Polynesia,France,-17.6797,149.4068,2020-02-21,0,0,0
7118,,Cayman Islands,19.3133,-81.2546,2020-02-21,0,0,0
7119,,Guadeloupe,16.265,-61.551,2020-02-21,0,0,0
7120,Manitoba,Canada,53.7609,-98.8139,2020-02-21,0,0,0
7121,Saskatchewan,Canada,52.9399,-106.4509,2020-02-21,0,0,0
7122,,Ethiopia,9.145,40.4897,2020-02-21,0,0,0
7123,,Sudan,12.8628,30.2176,2020-02-21,0,0,0
7124,,Guinea,9.9456,-9.6966,2020-02-21,0,0,0
7125,,Aruba,12.5211,-69.9683,2020-02-21,0,0,0
7126,Grand Princess,Canada,37.6489,-122.6655,2020-02-21,0,0,0
7127,,Kenya,-0.0236,37.9062,2020-02-21,0,0,0
7128,,Antigua and Barbuda,17.0608,-61.7964,2020-02-21,0,0,0
7129,Alabama,US,32.3182,-86.9023,2020-02-21,0,0,0
7130,,Thailand,15.0,101.0,2020-02-22,35,0,17
7131,,Japan,36.0,138.0,2020-02-22,122,1,22
7132,,Singapore,1.2833,103.8333,2020-02-22,85,0,37
7133,,Nepal,28.1667,84.25,2020-02-22,1,0,1
7134,,Malaysia,2.5,112.5,2020-02-22,22,0,15
7135,British Columbia,Canada,49.2827,-123.1207,2020-02-22,6,0,0
7136,New South Wales,Australia,-33.8688,151.2093,2020-02-22,4,0,4
7137,Victoria,Australia,-37.8136,144.9631,2020-02-22,4,0,4
7138,Queensland,Australia,-28.0167,153.4,2020-02-22,5,0,1
7139,,Cambodia,11.55,104.9167,2020-02-22,1,0,1
7140,,Sri Lanka,7.0,81.0,2020-02-22,1,0,1
7141,,Germany,51.0,9.0,2020-02-22,16,0,14
7142,,Finland,64.0,26.0,2020-02-22,1,0,1
7143,,United Arab Emirates,24.0,54.0,2020-02-22,13,0,4
7144,,Philippines,13.0,122.0,2020-02-22,3,1,1
7145,,India,21.0,78.0,2020-02-22,3,0,3
7146,,Italy,43.0,12.0,2020-02-22,62,2,1
7147,,Sweden,63.0,16.0,2020-02-22,1,0,0
7148,,Spain,40.0,-4.0,2020-02-22,2,0,2
7149,South Australia,Australia,-34.9285,138.6007,2020-02-22,2,0,2
7150,,Belgium,50.8333,4.0,2020-02-22,1,0,1
7151,,Egypt,26.0,30.0,2020-02-22,1,0,0
7152,From Diamond Princess,Australia,35.4437,139.638,2020-02-22,7,0,0
7153,,Lebanon,33.8547,35.8623,2020-02-22,1,0,0
7154,,Iraq,33.0,44.0,2020-02-22,0,0,0
7155,,Oman,21.0,57.0,2020-02-22,0,0,0
7156,,Afghanistan,33.0,65.0,2020-02-22,0,0,0
7157,,Bahrain,26.0275,50.55,2020-02-22,0,0,0
7158,,Kuwait,29.5,47.75,2020-02-22,0,0,0
7159,,Algeria,28.0339,1.6596,2020-02-22,0,0,0
7160,,Croatia,45.1,15.2,2020-02-22,0,0,0
7161,,Switzerland,46.8182,8.2275,2020-02-22,0,0,0
7162,,Austria,47.5162,14.5501,2020-02-22,0,0,0
7163,,Israel,31.0,35.0,2020-02-22,1,0,0
7164,,Pakistan,30.3753,69.3451,2020-02-22,0,0,0
7165,,Brazil,-14.235,-51.9253,2020-02-22,0,0,0
7166,,Georgia,42.3154,43.3569,2020-02-22,0,0,0
7167,,Greece,39.0742,21.8243,2020-02-22,0,0,0
7168,,North Macedonia,41.6086,21.7453,2020-02-22,0,0,0
7169,,Norway,60.472,8.4689,2020-02-22,0,0,0
7170,,Romania,45.9432,24.9668,2020-02-22,0,0,0
7171,,Estonia,58.5953,25.0136,2020-02-22,0,0,0
7172,,Netherlands,52.1326,5.2913,2020-02-22,0,0,0
7173,,San Marino,43.9424,12.4578,2020-02-22,0,0,0
7174,,Belarus,53.7098,27.9534,2020-02-22,0,0,0
7175,,Iceland,64.9631,-19.0208,2020-02-22,0,0,0
7176,,Lithuania,55.1694,23.8813,2020-02-22,0,0,0
7177,,Mexico,23.6345,-102.5528,2020-02-22,0,0,0
7178,,New Zealand,-40.9006,174.886,2020-02-22,0,0,0
7179,,Nigeria,9.082,8.6753,2020-02-22,0,0,0
7180,Western Australia,Australia,-31.9505,115.8605,2020-02-22,0,0,0
7181,,Ireland,53.1424,-7.6921,2020-02-22,0,0,0
7182,,Luxembourg,49.8153,6.1296,2020-02-22,0,0,0
7183,,Monaco,43.7333,7.4167,2020-02-22,0,0,0
7184,,Qatar,25.3548,51.1839,2020-02-22,0,0,0
7185,,Ecuador,-1.8312,-78.1834,2020-02-22,0,0,0
7186,,Azerbaijan,40.1431,47.5769,2020-02-22,0,0,0
7187,,Armenia,40.0691,45.0382,2020-02-22,0,0,0
7188,,Dominican Republic,18.7357,-70.1627,2020-02-22,0,0,0
7189,,Indonesia,-0.7893,113.9213,2020-02-22,0,0,0
7190,,Portugal,39.3999,-8.2245,2020-02-22,0,0,0
7191,,Andorra,42.5063,1.5218,2020-02-22,0,0,0
7192,Tasmania,Australia,-41.4545,145.9707,2020-02-22,0,0,0
7193,,Latvia,56.8796,24.6032,2020-02-22,0,0,0
7194,,Morocco,31.7917,-7.0926,2020-02-22,0,0,0
7195,,Saudi Arabia,24.0,45.0,2020-02-22,0,0,0
7196,,Senegal,14.4974,-14.4524,2020-02-22,0,0,0
7197,,Argentina,-38.4161,-63.6167,2020-02-22,0,0,0
7198,,Chile,-35.6751,-71.543,2020-02-22,0,0,0
7199,,Jordan,31.24,36.51,2020-02-22,0,0,0
7200,,Ukraine,48.3794,31.1656,2020-02-22,0,0,0
7201,,Hungary,47.1625,19.5033,2020-02-22,0,0,0
7202,Northern Territory,Australia,-12.4634,130.8456,2020-02-22,0,0,0
7203,,Liechtenstein,47.14,9.55,2020-02-22,0,0,0
7204,,Poland,51.9194,19.1451,2020-02-22,0,0,0
7205,,Tunisia,34.0,9.0,2020-02-22,0,0,0
7206,,Bosnia and Herzegovina,43.9159,17.6791,2020-02-22,0,0,0
7207,,Slovenia,46.1512,14.9955,2020-02-22,0,0,0
7208,,South Africa,-30.5595,22.9375,2020-02-22,0,0,0
7209,,Bhutan,27.5142,90.4336,2020-02-22,0,0,0
7210,,Cameroon,3.848,11.5021,2020-02-22,0,0,0
7211,,Colombia,4.5709,-74.2973,2020-02-22,0,0,0
7212,,Costa Rica,9.7489,-83.7534,2020-02-22,0,0,0
7213,,Peru,-9.19,-75.0152,2020-02-22,0,0,0
7214,,Serbia,44.0165,21.0059,2020-02-22,0,0,0
7215,,Slovakia,48.669,19.699,2020-02-22,0,0,0
7216,,Togo,8.6195,0.8248,2020-02-22,0,0,0
7217,,French Guiana,3.9339,-53.1258,2020-02-22,0,0,0
7218,,Malta,35.9375,14.3754,2020-02-22,0,0,0
7219,,Martinique,14.6415,-61.0242,2020-02-22,0,0,0
7220,,Bulgaria,42.7339,25.4858,2020-02-22,0,0,0
7221,,Maldives,3.2028,73.2207,2020-02-22,0,0,0
7222,,Bangladesh,23.685,90.3563,2020-02-22,0,0,0
7223,,Paraguay,-23.4425,-58.4438,2020-02-22,0,0,0
7224,Ontario,Canada,51.2538,-85.3232,2020-02-22,3,0,3
7225,Alberta,Canada,53.9333,-116.5765,2020-02-22,0,0,0
7226,Quebec,Canada,52.9399,-73.5491,2020-02-22,0,0,0
7227,,Albania,41.1533,20.1683,2020-02-22,0,0,0
7228,,Cyprus,35.1264,33.4299,2020-02-22,0,0,0
7229,,Brunei,4.5353,114.7277,2020-02-22,0,0,0
7230,Washington,US,47.4009,-121.4905,2020-02-22,0,0,0
7231,New York,US,42.1657,-74.9481,2020-02-22,0,0,0
7232,California,US,36.1162,-119.6816,2020-02-22,0,0,0
7233,Massachusetts,US,42.2302,-71.5301,2020-02-22,0,0,0
7234,Diamond Princess,US,35.4437,139.638,2020-02-22,0,0,0
7235,Grand Princess,US,37.6489,-122.6655,2020-02-22,0,0,0
7236,Georgia,US,33.0406,-83.6431,2020-02-22,0,0,0
7237,Colorado,US,39.0598,-105.3111,2020-02-22,0,0,0
7238,Florida,US,27.7663,-81.6868,2020-02-22,0,0,0
7239,New Jersey,US,40.2989,-74.521,2020-02-22,0,0,0
7240,Oregon,US,44.572,-122.0709,2020-02-22,0,0,0
7241,Texas,US,31.0545,-97.5635,2020-02-22,0,0,0
7242,Illinois,US,40.3495,-88.9861,2020-02-22,0,0,0
7243,Pennsylvania,US,40.5908,-77.2098,2020-02-22,0,0,0
7244,Iowa,US,42.0115,-93.2105,2020-02-22,0,0,0
7245,Maryland,US,39.0639,-76.8021,2020-02-22,0,0,0
7246,North Carolina,US,35.6301,-79.8064,2020-02-22,0,0,0
7247,South Carolina,US,33.8569,-80.945,2020-02-22,0,0,0
7248,Tennessee,US,35.7478,-86.6923,2020-02-22,0,0,0
7249,Virginia,US,37.7693,-78.17,2020-02-22,0,0,0
7250,Arizona,US,33.7298,-111.4312,2020-02-22,0,0,0
7251,Indiana,US,39.8494,-86.2583,2020-02-22,0,0,0
7252,Kentucky,US,37.6681,-84.6701,2020-02-22,0,0,0
7253,District of Columbia,US,38.8974,-77.0268,2020-02-22,0,0,0
7254,Nevada,US,38.3135,-117.0554,2020-02-22,0,0,0
7255,New Hampshire,US,43.4525,-71.5639,2020-02-22,0,0,0
7256,Minnesota,US,45.6945,-93.9002,2020-02-22,0,0,0
7257,Nebraska,US,41.1254,-98.2681,2020-02-22,0,0,0
7258,Ohio,US,40.3888,-82.7649,2020-02-22,0,0,0
7259,Rhode Island,US,41.6809,-71.5118,2020-02-22,0,0,0
7260,Wisconsin,US,44.2685,-89.6165,2020-02-22,0,0,0
7261,Connecticut,US,41.5978,-72.7554,2020-02-22,0,0,0
7262,Hawaii,US,21.0943,-157.4983,2020-02-22,0,0,0
7263,Oklahoma,US,35.5653,-96.9289,2020-02-22,0,0,0
7264,Utah,US,40.15,-111.8624,2020-02-22,0,0,0
7265,,Burkina Faso,12.2383,-1.5616,2020-02-22,0,0,0
7266,,Holy See,41.9029,12.4534,2020-02-22,0,0,0
7267,,Mongolia,46.8625,103.8467,2020-02-22,0,0,0
7268,,Panama,8.538,-80.7821,2020-02-22,0,0,0
7269,Kansas,US,38.5266,-96.7265,2020-02-22,0,0,0
7270,Louisiana,US,31.1695,-91.8678,2020-02-22,0,0,0
7271,Missouri,US,38.4561,-92.2884,2020-02-22,0,0,0
7272,Vermont,US,44.0459,-72.7107,2020-02-22,0,0,0
7273,Alaska,US,61.3707,-152.4044,2020-02-22,0,0,0
7274,Arkansas,US,34.9697,-92.3731,2020-02-22,0,0,0
7275,Delaware,US,39.3185,-75.5071,2020-02-22,0,0,0
7276,Idaho,US,44.2405,-114.4788,2020-02-22,0,0,0
7277,Maine,US,44.6939,-69.3819,2020-02-22,0,0,0
7278,Michigan,US,43.3266,-84.5361,2020-02-22,0,0,0
7279,Mississippi,US,32.7416,-89.6787,2020-02-22,0,0,0
7280,Montana,US,46.9219,-110.4544,2020-02-22,0,0,0
7281,New Mexico,US,34.8405,-106.2485,2020-02-22,0,0,0
7282,North Dakota,US,47.5289,-99.784,2020-02-22,0,0,0
7283,South Dakota,US,44.2998,-99.4388,2020-02-22,0,0,0
7284,West Virginia,US,38.4912,-80.9545,2020-02-22,0,0,0
7285,Wyoming,US,42.756,-107.3025,2020-02-22,0,0,0
7286,Hubei,China,30.9756,112.2707,2020-02-22,64084,2346,15299
7287,,Iran,32.0,53.0,2020-02-22,28,5,0
7288,,"Korea, South",36.0,128.0,2020-02-22,433,2,16
7289,France,France,46.2276,2.2137,2020-02-22,12,1,4
7290,Guangdong,China,23.3417,113.4244,2020-02-22,1339,5,728
7291,Henan,China,33.882,113.614,2020-02-22,1270,19,830
7292,Zhejiang,China,29.1832,120.0934,2020-02-22,1205,1,719
7293,Hunan,China,27.6104,111.7088,2020-02-22,1013,4,692
7294,Anhui,China,31.8257,117.2264,2020-02-22,989,6,597
7295,Jiangxi,China,27.614,115.7221,2020-02-22,934,1,555
7296,Shandong,China,36.3427,118.1498,2020-02-22,750,4,302
7297,Diamond Princess,Cruise Ship,35.4437,139.638,2020-02-22,634,2,1
7298,Jiangsu,China,32.9711,119.455,2020-02-22,631,0,401
7299,Chongqing,China,30.0572,107.874,2020-02-22,573,6,328
7300,Sichuan,China,30.6171,102.7103,2020-02-22,526,3,250
7301,Heilongjiang,China,47.862,127.7615,2020-02-22,479,12,204
7302,Denmark,Denmark,56.2639,9.5018,2020-02-22,0,0,0
7303,Beijing,China,40.1824,116.4142,2020-02-22,399,4,178
7304,Shanghai,China,31.202,121.4491,2020-02-22,335,3,227
7305,Hebei,China,39.549,116.1306,2020-02-22,309,6,203
7306,Fujian,China,26.0789,117.9874,2020-02-22,293,1,162
7307,Guangxi,China,23.8298,108.7881,2020-02-22,249,2,104
7308,Shaanxi,China,35.1917,108.8701,2020-02-22,245,1,149
7309,Yunnan,China,24.974,101.487,2020-02-22,174,2,107
7310,Hainan,China,19.1959,109.7453,2020-02-22,168,4,104
7311,Guizhou,China,26.8154,106.8748,2020-02-22,146,2,90
7312,Tianjin,China,39.3054,117.323,2020-02-22,135,3,65
7313,Shanxi,China,37.5777,112.2922,2020-02-22,132,0,81
7314,Gansu,China,37.8099,101.0583,2020-02-22,91,2,76
7315,Hong Kong,China,22.3,114.2,2020-02-22,69,2,6
7316,Liaoning,China,41.2956,122.6085,2020-02-22,121,1,66
7317,Jilin,China,43.6661,126.1923,2020-02-22,91,1,52
7318,,Czechia,49.8175,15.473,2020-02-22,0,0,0
7319,Xinjiang,China,41.1129,85.2401,2020-02-22,76,2,25
7320,Inner Mongolia,China,44.0935,113.9448,2020-02-22,75,0,26
7321,Ningxia,China,37.2692,106.1655,2020-02-22,71,0,48
7322,,Taiwan*,23.7,121.0,2020-02-22,26,1,2
7323,,Vietnam,16.0,108.0,2020-02-22,16,0,14
7324,,Russia,60.0,90.0,2020-02-22,2,0,2
7325,Qinghai,China,35.7452,95.9956,2020-02-22,18,0,18
7326,Macau,China,22.1667,113.55,2020-02-22,10,0,6
7327,,Moldova,47.4116,28.3699,2020-02-22,0,0,0
7328,,Bolivia,-16.2902,-63.5887,2020-02-22,0,0,0
7329,Faroe Islands,Denmark,61.8926,-6.9118,2020-02-22,0,0,0
7330,St Martin,France,18.0708,-63.0501,2020-02-22,0,0,0
7331,,Honduras,15.2,-86.2419,2020-02-22,0,0,0
7332,Channel Islands,United Kingdom,49.3723,-2.3644,2020-02-22,0,0,0
7333,New Brunswick,Canada,46.5653,-66.4619,2020-02-22,0,0,0
7334,Tibet,China,31.6927,88.0924,2020-02-22,1,0,1
7335,,Congo (Kinshasa),-4.0383,21.7587,2020-02-22,0,0,0
7336,,Cote d'Ivoire,7.54,-5.5471,2020-02-22,0,0,0
7337,Saint Barthelemy,France,17.9,-62.8333,2020-02-22,0,0,0
7338,,Jamaica,18.1096,-77.2975,2020-02-22,0,0,0
7339,,Reunion,-21.1151,55.5364,2020-02-22,0,0,0
7340,,Turkey,38.9637,35.2433,2020-02-22,0,0,0
7341,Gibraltar,United Kingdom,36.1408,-5.3536,2020-02-22,0,0,0
7342,,Cuba,22.0,-80.0,2020-02-22,0,0,0
7343,,Guyana,5.0,-58.75,2020-02-22,0,0,0
7344,Australian Capital Territory,Australia,-35.4735,149.0124,2020-02-22,0,0,0
7345,United Kingdom,United Kingdom,55.3781,-3.4360000000000004,2020-02-22,9,0,8
7346,,Kazakhstan,48.0196,66.9237,2020-02-22,0,0,0
7347,French Polynesia,France,-17.6797,149.4068,2020-02-22,0,0,0
7348,,Cayman Islands,19.3133,-81.2546,2020-02-22,0,0,0
7349,,Guadeloupe,16.265,-61.551,2020-02-22,0,0,0
7350,Manitoba,Canada,53.7609,-98.8139,2020-02-22,0,0,0
7351,Saskatchewan,Canada,52.9399,-106.4509,2020-02-22,0,0,0
7352,,Ethiopia,9.145,40.4897,2020-02-22,0,0,0
7353,,Sudan,12.8628,30.2176,2020-02-22,0,0,0
7354,,Guinea,9.9456,-9.6966,2020-02-22,0,0,0
7355,,Aruba,12.5211,-69.9683,2020-02-22,0,0,0
7356,Grand Princess,Canada,37.6489,-122.6655,2020-02-22,0,0,0
7357,,Kenya,-0.0236,37.9062,2020-02-22,0,0,0
7358,,Antigua and Barbuda,17.0608,-61.7964,2020-02-22,0,0,0
7359,Alabama,US,32.3182,-86.9023,2020-02-22,0,0,0
7360,,Thailand,15.0,101.0,2020-02-23,35,0,21
7361,,Japan,36.0,138.0,2020-02-23,147,1,22
7362,,Singapore,1.2833,103.8333,2020-02-23,89,0,51
7363,,Nepal,28.1667,84.25,2020-02-23,1,0,1
7364,,Malaysia,2.5,112.5,2020-02-23,22,0,15
7365,British Columbia,Canada,49.2827,-123.1207,2020-02-23,6,0,0
7366,New South Wales,Australia,-33.8688,151.2093,2020-02-23,4,0,4
7367,Victoria,Australia,-37.8136,144.9631,2020-02-23,4,0,4
7368,Queensland,Australia,-28.0167,153.4,2020-02-23,5,0,1
7369,,Cambodia,11.55,104.9167,2020-02-23,1,0,1
7370,,Sri Lanka,7.0,81.0,2020-02-23,1,0,1
7371,,Germany,51.0,9.0,2020-02-23,16,0,14
7372,,Finland,64.0,26.0,2020-02-23,1,0,1
7373,,United Arab Emirates,24.0,54.0,2020-02-23,13,0,4
7374,,Philippines,13.0,122.0,2020-02-23,3,1,1
7375,,India,21.0,78.0,2020-02-23,3,0,3
7376,,Italy,43.0,12.0,2020-02-23,155,3,2
7377,,Sweden,63.0,16.0,2020-02-23,1,0,0
7378,,Spain,40.0,-4.0,2020-02-23,2,0,2
7379,South Australia,Australia,-34.9285,138.6007,2020-02-23,2,0,2
7380,,Belgium,50.8333,4.0,2020-02-23,1,0,1
7381,,Egypt,26.0,30.0,2020-02-23,1,0,0
7382,From Diamond Princess,Australia,35.4437,139.638,2020-02-23,7,0,0
7383,,Lebanon,33.8547,35.8623,2020-02-23,1,0,0
7384,,Iraq,33.0,44.0,2020-02-23,0,0,0
7385,,Oman,21.0,57.0,2020-02-23,0,0,0
7386,,Afghanistan,33.0,65.0,2020-02-23,0,0,0
7387,,Bahrain,26.0275,50.55,2020-02-23,0,0,0
7388,,Kuwait,29.5,47.75,2020-02-23,0,0,0
7389,,Algeria,28.0339,1.6596,2020-02-23,0,0,0
7390,,Croatia,45.1,15.2,2020-02-23,0,0,0
7391,,Switzerland,46.8182,8.2275,2020-02-23,0,0,0
7392,,Austria,47.5162,14.5501,2020-02-23,0,0,0
7393,,Israel,31.0,35.0,2020-02-23,1,0,0
7394,,Pakistan,30.3753,69.3451,2020-02-23,0,0,0
7395,,Brazil,-14.235,-51.9253,2020-02-23,0,0,0
7396,,Georgia,42.3154,43.3569,2020-02-23,0,0,0
7397,,Greece,39.0742,21.8243,2020-02-23,0,0,0
7398,,North Macedonia,41.6086,21.7453,2020-02-23,0,0,0
7399,,Norway,60.472,8.4689,2020-02-23,0,0,0
7400,,Romania,45.9432,24.9668,2020-02-23,0,0,0
7401,,Estonia,58.5953,25.0136,2020-02-23,0,0,0
7402,,Netherlands,52.1326,5.2913,2020-02-23,0,0,0
7403,,San Marino,43.9424,12.4578,2020-02-23,0,0,0
7404,,Belarus,53.7098,27.9534,2020-02-23,0,0,0
7405,,Iceland,64.9631,-19.0208,2020-02-23,0,0,0
7406,,Lithuania,55.1694,23.8813,2020-02-23,0,0,0
7407,,Mexico,23.6345,-102.5528,2020-02-23,0,0,0
7408,,New Zealand,-40.9006,174.886,2020-02-23,0,0,0
7409,,Nigeria,9.082,8.6753,2020-02-23,0,0,0
7410,Western Australia,Australia,-31.9505,115.8605,2020-02-23,0,0,0
7411,,Ireland,53.1424,-7.6921,2020-02-23,0,0,0
7412,,Luxembourg,49.8153,6.1296,2020-02-23,0,0,0
7413,,Monaco,43.7333,7.4167,2020-02-23,0,0,0
7414,,Qatar,25.3548,51.1839,2020-02-23,0,0,0
7415,,Ecuador,-1.8312,-78.1834,2020-02-23,0,0,0
7416,,Azerbaijan,40.1431,47.5769,2020-02-23,0,0,0
7417,,Armenia,40.0691,45.0382,2020-02-23,0,0,0
7418,,Dominican Republic,18.7357,-70.1627,2020-02-23,0,0,0
7419,,Indonesia,-0.7893,113.9213,2020-02-23,0,0,0
7420,,Portugal,39.3999,-8.2245,2020-02-23,0,0,0
7421,,Andorra,42.5063,1.5218,2020-02-23,0,0,0
7422,Tasmania,Australia,-41.4545,145.9707,2020-02-23,0,0,0
7423,,Latvia,56.8796,24.6032,2020-02-23,0,0,0
7424,,Morocco,31.7917,-7.0926,2020-02-23,0,0,0
7425,,Saudi Arabia,24.0,45.0,2020-02-23,0,0,0
7426,,Senegal,14.4974,-14.4524,2020-02-23,0,0,0
7427,,Argentina,-38.4161,-63.6167,2020-02-23,0,0,0
7428,,Chile,-35.6751,-71.543,2020-02-23,0,0,0
7429,,Jordan,31.24,36.51,2020-02-23,0,0,0
7430,,Ukraine,48.3794,31.1656,2020-02-23,0,0,0
7431,,Hungary,47.1625,19.5033,2020-02-23,0,0,0
7432,Northern Territory,Australia,-12.4634,130.8456,2020-02-23,0,0,0
7433,,Liechtenstein,47.14,9.55,2020-02-23,0,0,0
7434,,Poland,51.9194,19.1451,2020-02-23,0,0,0
7435,,Tunisia,34.0,9.0,2020-02-23,0,0,0
7436,,Bosnia and Herzegovina,43.9159,17.6791,2020-02-23,0,0,0
7437,,Slovenia,46.1512,14.9955,2020-02-23,0,0,0
7438,,South Africa,-30.5595,22.9375,2020-02-23,0,0,0
